cs_office,cs_type,cs_chapter,cs_joint,cs_vol_invol,cs_judge_inits,cs_county,ifp
4,bk      ,7,n,v,DHA ,51700,0
3,bk      ,13,y,v,DOT ,51087,0
4,bk      ,7,y,v,DHA ,51700,0
1,bk      ,7,n,v,KHK ,51153,0
4,bk      ,7,n,v,DHA ,51700,0
3,bk      ,7,n,v,BNS ,51097,0
2,bk      ,13,n,v,DHA ,51710,0
3,bk      ,13,y,v,DOT ,51087,0
2,bk      ,7,n,v,DHA ,51810,0
3,bk      ,7,n,v,DOT ,51760,0
2,bk      ,7,n,v,FJS ,51710,0
1,bk      ,13,n,v,SSM ,51153,0
4,bk      ,7,n,v,DHA ,51650,0
2,bk      ,13,n,v,DHA ,51810,0
4,bk      ,13,n,v,SCS ,51700,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,7,n,v,DHA ,51650,0
1,bk      ,7,n,v,SSM ,51179,0
4,bk      ,7,n,v,SCS ,51650,0
2,bk      ,7,n,v,DHA ,51810,0
1,bk      ,7,y,v,RGM ,51153,0
1,bk      ,7,n,v,SSM ,51059,0
2,bk      ,7,n,v,FJS ,51810,0
1,bk      ,7,n,v,SSM ,51153,0
1,bk      ,7,n,v,SSM ,51153,0
1,bk      ,7,n,v,SSM ,51059,0
2,bk      ,7,y,v,DHA ,51550,0
1,bk      ,7,n,v,RGM ,51510,0
1,bk      ,7,n,v,RGM ,51059,0
1,bk      ,7,n,v,KHK ,51600,0
1,bk      ,7,y,v,SSM ,51059,0
2,bk      ,7,n,v,SCS ,51810,0
2,bk      ,7,y,v,SCS ,51093,0
4,bk      ,7,y,v,SCS ,51073,0
4,bk      ,7,y,v,SCS ,51073,0
2,bk      ,13,y,v,SCS ,51710,0
2,bk      ,7,n,v,SCS ,51740,0
4,bk      ,7,y,v,SCS ,51073,0
4,bk      ,13,n,v,DHA ,51073,0
2,bk      ,7,n,v,DHA ,51810,0
2,bk      ,7,n,v,DHA ,51810,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,7,n,v,SCS ,51095,0
4,bk      ,7,n,v,SCS ,51700,0
4,bk      ,7,n,v,SCS ,51115,0
4,bk      ,7,n,v,DHA ,51650,0
4,bk      ,7,n,v,DHA ,51700,0
2,bk      ,13,y,v,DHA ,51810,0
4,bk      ,13,y,v,DHA ,51650,0
4,bk      ,13,y,v,DHA ,51650,0
4,bk      ,7,n,v,SCS ,51650,0
4,bk      ,7,n,v,SCS ,51650,0
2,bk      ,7,n,v,DHA ,51550,0
4,bk      ,7,n,v,DHA ,51650,0
4,bk      ,7,y,v,SCS ,51650,0
2,bk      ,7,n,v,DHA ,51810,0
2,bk      ,7,n,v,SCS ,51810,0
2,bk      ,7,n,v,DHA ,51550,0
2,bk      ,7,y,v,DHA ,51810,0
3,bk      ,13,n,v,DOT ,51181,0
3,bk      ,7,n,v,DOT ,51041,0
2,bk      ,7,n,v,FJS ,51550,0
4,bk      ,7,n,v,SCS ,51650,0
4,bk      ,7,n,v,SCS ,51735,0
3,bk      ,13,n,v,DOT ,51177,0
4,bk      ,7,y,v,SCS ,51073,0
4,bk      ,7,y,v,SCS ,51115,0
4,bk      ,7,n,v,FJS ,51650,0
4,bk      ,13,n,v,SCS ,51073,0
3,bk      ,7,n,v,BNS ,51119,0
4,bk      ,13,y,v,DHA ,51650,0
3,bk      ,7,y,v,DOT ,51119,0
4,bk      ,7,n,v,DHA ,51199,0
3,bk      ,13,n,v,KRH ,51177,0
4,bk      ,7,n,v,DHA ,51700,0
2,bk      ,13,n,v,DHA ,51810,0
2,bk      ,7,n,v,DHA ,51093,0
4,bk      ,13,n,v,DHA ,51700,0
2,bk      ,7,n,v,DHA ,51093,0
4,bk      ,13,n,v,DHA ,51073,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,7,n,v,DHA ,51650,0
4,bk      ,7,n,v,DHA ,51650,0
3,bk      ,13,y,v,DOT ,51181,0
4,bk      ,13,y,v,SCS ,51650,0
4,bk      ,7,n,v,SCS ,51650,0
2,bk      ,7,n,v,SCS ,51810,0
2,bk      ,13,y,v,SCS ,51810,0
4,bk      ,7,y,v,SCS ,51700,0
4,bk      ,7,n,v,SCS ,51650,0
3,bk      ,7,y,v,DOT ,51145,0
1,bk      ,7,n,v,RGM ,51061,0
3,bk      ,13,n,v,DOT ,51670,0
4,bk      ,7,y,v,FJS ,51095,0
2,bk      ,7,n,v,DHA ,51550,0
4,bk      ,13,n,v,DHA ,51650,0
4,bk      ,7,y,v,FJS ,51700,0
4,bk      ,7,n,v,SCS ,51650,0
4,bk      ,7,y,v,SCS ,51700,0
2,bk      ,7,n,v,DHA ,51810,0
4,bk      ,7,n,v,SCS ,51199,0
2,bk      ,7,n,v,SCS ,51093,0
2,bk      ,7,n,v,DHA ,51740,0
2,bk      ,7,y,v,SCS ,51550,0
2,bk      ,7,n,v,SCS ,51810,0
2,bk      ,7,n,v,SCS ,51810,0
4,bk      ,7,y,v,DHA ,51650,0
2,bk      ,13,y,v,DHA ,51550,0
2,bk      ,7,n,v,SCS ,51740,0
4,bk      ,7,n,v,SCS ,51700,0
1,bk      ,7,n,v,RGM ,51059,0
2,bk      ,7,n,v,DHA ,51710,0
3,bk      ,7,n,v,BNS ,51041,0
2,bk      ,7,n,v,SCS ,51131,0
4,bk      ,7,y,v,SCS ,51700,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,13,n,v,DHA ,51095,0
3,bk      ,7,n,v,DOT ,51760,0
1,bk      ,13,n,v,RGM ,51510,0
3,bk      ,13,n,v,DOT ,51101,0
2,bk      ,7,n,v,SCS ,51131,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,7,n,v,SCS ,51650,0
1,bk      ,7,n,v,RGM ,51683,0
3,bk      ,13,n,v,KLP ,51087,0
1,bk      ,7,n,v,RGM ,51683,0
1,bk      ,7,y,v,SSM ,51153,0
1,bk      ,7,n,v,RGM ,51153,0
1,bk      ,7,n,v,BFK ,51107,0
1,bk      ,7,y,v,RGM ,51059,0
1,bk      ,7,y,v,RGM ,51153,0
4,bk      ,13,n,v,DHA ,51650,0
1,bk      ,7,n,v,KHK ,51153,0
1,bk      ,7,n,v,SSM ,51153,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,7,n,v,DHA ,51650,0
4,bk      ,7,y,v,SCS ,51650,0
2,bk      ,7,n,v,SCS ,51550,0
2,bk      ,7,n,v,SCS ,51710,0
2,bk      ,7,n,v,SCS ,51740,0
1,bk      ,13,n,v,SSM ,51059,0
2,bk      ,7,y,v,SCS ,51550,0
2,bk      ,7,n,v,DHA ,51550,0
4,bk      ,13,n,v,SCS ,51073,0
1,bk      ,7,n,v,RGM ,51107,0
1,bk      ,7,y,v,KHK ,51059,0
4,bk      ,13,y,v,DHA ,51650,0
2,bk      ,13,n,v,DHA ,51740,0
2,bk      ,7,n,v,DHA ,51800,0
4,bk      ,7,n,v,DHA ,51700,0
1,bk      ,7,n,v,SSM ,51107,0
4,bk      ,13,n,v,SCS ,51700,0
1,bk      ,7,n,v,RGM ,51685,0
1,bk      ,7,y,v,RGM ,51683,0
4,bk      ,13,n,v,DHA ,51710,0
2,bk      ,7,y,v,FJS ,51550,0
4,bk      ,7,y,v,DHA ,51700,0
1,bk      ,7,y,v,RGM ,51059,0
4,bk      ,7,n,v,SCS ,51199,0
2,bk      ,7,n,v,FJS ,51550,0
2,bk      ,7,n,v,DHA ,51810,0
2,bk      ,13,y,v,SCS ,51810,0
4,bk      ,7,n,v,DHA ,51650,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,7,n,v,SCS ,51115,0
2,bk      ,7,n,v,FJS ,51810,0
2,bk      ,7,n,v,DHA ,51550,0
3,bk      ,13,y,v,DOT ,51041,0
3,bk      ,13,n,v,DOT ,51041,0
2,bk      ,7,n,v,FJS ,51810,0
4,bk      ,7,n,v,SCS ,51700,0
3,bk      ,7,n,v,DOT ,51760,0
4,bk      ,7,n,v,DHA ,51650,0
1,bk      ,7,n,v,BFK ,51059,0
4,bk      ,7,n,v,SCS ,51700,0
4,bk      ,7,n,v,SCS ,51650,0
4,bk      ,13,n,v,DHA ,51650,0
4,bk      ,7,y,v,DHA ,51830,0
3,bk      ,7,n,v,DOT ,51087,0
4,bk      ,7,n,v,SCS ,51199,0
2,bk      ,7,n,v,FJS ,51710,0
3,bk      ,13,n,v,DOT ,51760,0
4,bk      ,13,y,v,SCS ,51650,0
3,bk      ,13,n,v,BNS ,51730,0
3,bk      ,13,n,v,KRH ,51177,0
1,bk      ,7,n,v,RGM ,51059,0
1,bk      ,7,n,v,RGM ,51510,0
2,bk      ,7,y,v,DHA ,51810,0
2,bk      ,7,n,v,SCS ,51810,0
2,bk      ,13,n,v,SCS ,51550,0
3,bk      ,13,y,v,DOT ,51033,0
2,bk      ,7,y,v,DHA ,51550,0
2,bk      ,13,y,v,SCS ,51810,0
4,bk      ,7,y,v,DHA ,51700,0
2,bk      ,7,n,v,DHA ,51810,0
3,bk      ,13,n,v,BNS ,51087,0
4,bk      ,7,n,v,DHA ,51650,0
3,bk      ,7,n,v,BNS ,51085,0
3,bk      ,7,n,v,DOT ,51760,0
2,bk      ,7,n,v,FJS ,51740,0
3,bk      ,7,n,v,DOT ,51041,0
4,bk      ,13,n,v,SCS ,51095,0
2,bk      ,13,n,v,SCS ,51740,0
1,bk      ,13,n,v,BFK ,51510,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,7,y,v,SCS ,51650,0
4,bk      ,13,n,v,SCS ,51650,0
4,bk      ,7,n,v,SCS ,51700,0
2,bk      ,13,n,v,DHA ,51710,0
3,bk      ,7,n,v,DOT ,51760,0
1,bk      ,13,n,v,KHK ,51059,0
4,bk      ,7,y,v,SCS ,51650,0
4,bk      ,13,n,v,DHA ,51650,0
2,bk      ,7,y,v,SCS ,51093,0
4,bk      ,7,n,v,SCS ,51650,0
3,bk      ,7,n,v,DOT ,51127,0
3,bk      ,7,n,v,BNS ,51087,0
1,bk      ,13,n,v,BFK ,51059,0
3,bk      ,7,n,v,BNS ,51041,0
3,bk      ,7,n,v,DOT ,51085,0
3,bk      ,13,n,v,DOT ,51177,0
1,bk      ,7,n,v,KHK ,51059,0
3,bk      ,13,n,v,DOT ,51760,0
2,bk      ,13,n,v,DHA ,51710,0
4,bk      ,7,y,v,SCS ,51650,0
3,bk      ,7,y,v,KLP ,51177,0
4,bk      ,13,n,v,DHA ,51700,0
4,bk      ,13,n,v,SCS ,51700,0
4,bk      ,13,n,v,DHA ,51095,0
4,bk      ,7,y,v,DHA ,51095,0
4,bk      ,13,y,v,SCS ,51199,0
4,bk      ,13,y,v,SCS ,51650,0
4,bk      ,7,n,v,DHA ,51700,0
2,bk      ,7,n,v,DHA ,51740,0
2,bk      ,7,n,v,DHA ,51810,0
2,bk      ,7,n,v,SCS ,51810,0
2,bk      ,7,n,v,SCS ,51740,0
3,bk      ,7,n,v,DOT ,51730,0
4,bk      ,7,y,v,SCS ,51650,0
3,bk      ,13,n,v,DOT ,51147,0
4,bk      ,7,n,v,DHA ,51700,0
1,bk      ,7,y,v,KHK ,51059,0
4,bk      ,13,n,v,DHA ,51700,0
4,bk      ,7,n,v,SCS ,51700,0
4,bk      ,7,y,v,SCS ,51650,0
3,bk      ,13,n,v,DOT ,51041,0
3,bk      ,7,y,v,BNS ,51730,0
4,bk      ,13,n,v,FJS ,51700,0
4,bk      ,7,n,v,DHA ,51650,0
2,bk      ,13,n,v,DHA ,51810,0
4,bk      ,7,y,v,DHA ,51700,0
4,bk      ,7,n,v,SCS ,51650,0
4,bk      ,7,n,v,DHA ,51650,0
2,bk      ,7,n,v,SCS ,51810,0
3,bk      ,7,n,v,DOT ,51041,0
2,bk      ,7,n,v,SCS ,51710,0
4,bk      ,7,n,v,DHA ,51700,0
1,bk      ,13,n,v,BFK ,51153,0
4,bk      ,7,y,v,SCS ,51650,0
3,bk      ,13,n,v,DOT ,51730,0
4,bk      ,7,n,v,DHA ,51650,0
2,bk      ,7,y,v,SCS ,51810,0
4,bk      ,13,n,v,DHA ,51700,0
2,bk      ,7,n,v,SCS ,51710,0
2,bk      ,13,y,v,DHA ,51810,0
4,bk      ,7,n,v,DHA ,51650,0
3,bk      ,13,n,v,DOT ,51041,0
1,bk      ,7,n,v,RGM ,51153,0
1,bk      ,7,n,v,BFK ,51059,1
4,bk      ,7,n,v,DHA ,51199,0
4,bk      ,7,n,v,SCS ,51650,0
4,bk      ,7,n,v,SCS ,51650,0
4,bk      ,13,n,v,SCS ,51199,0
1,bk      ,7,n,v,RGM ,51153,0
2,bk      ,7,y,v,DHA ,51740,0
4,bk      ,7,n,v,SCS ,51700,1
2,bk      ,13,n,v,DHA ,51710,0
2,bk      ,7,n,v,DHA ,51700,0
3,bk      ,7,y,v,DOT ,51760,0
3,bk      ,13,n,v,KLP ,51087,0
3,bk      ,13,n,v,DOT ,51119,0
1,bk      ,13,n,v,RGM ,51153,0
2,bk      ,13,n,v,DHA ,51810,0
4,bk      ,7,y,v,DHA ,51735,0
4,bk      ,7,n,v,SCS ,51700,0
4,bk      ,7,n,v,SCS ,51700,0
2,bk      ,7,n,v,DHA ,51740,0
4,bk      ,7,y,v,SCS ,51650,0
2,bk      ,7,n,v,SCS ,51740,0
4,bk      ,7,y,v,DHA ,51650,0
3,bk      ,13,n,v,DOT ,51087,0
3,bk      ,7,y,v,DOT ,51075,0
3,bk      ,13,n,v,KLP ,51127,0
4,bk      ,7,y,v,DHA ,51650,0
4,bk      ,7,n,v,SCS ,51700,0
2,bk      ,7,y,v,DHA ,51550,0
2,bk      ,7,n,v,SCS ,51550,0
2,bk      ,7,y,v,DHA ,51810,0
4,bk      ,13,y,v,SCS ,51199,0
4,bk      ,7,n,v,SCS ,51700,0
1,bk      ,7,y,v,RGM ,51059,0
4,bk      ,7,n,v,SCS ,51700,0
4,bk      ,7,n,v,FJS ,51095,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,13,y,v,DHA ,51650,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,7,n,v,SCS ,51700,0
4,bk      ,7,n,v,SCS ,51700,0
3,bk      ,7,n,v,DOT ,51760,0
1,bk      ,7,n,v,BFK ,51059,0
2,bk      ,7,n,v,DHA ,51740,0
1,bk      ,13,n,v,RGM ,51059,0
3,bk      ,13,y,v,DOT ,51053,0
1,bk      ,7,n,v,KHK ,51153,0
3,bk      ,7,n,v,DOT ,51760,0
1,bk      ,7,n,v,SSM ,51061,0
1,bk      ,7,n,v,SSM ,51061,0
4,bk      ,13,n,v,FJS ,51700,0
2,bk      ,7,n,v,SCS ,51710,0
2,bk      ,7,n,v,SCS ,51810,0
3,bk      ,13,n,v,KRH ,51183,0
2,bk      ,7,y,v,SCS ,51810,0
2,bk      ,7,n,v,SCS ,51710,0
2,bk      ,7,n,v,DHA ,51810,0
1,bk      ,7,n,v,RGM ,51013,0
2,bk      ,7,n,v,DHA ,51810,0
2,bk      ,7,n,v,SCS ,51810,0
4,bk      ,13,n,v,FJS ,51700,0
2,bk      ,13,y,v,DHA ,51810,0
2,bk      ,7,n,v,SCS ,51810,0
4,bk      ,7,n,v,SCS ,51700,0
1,bk      ,7,n,v,SSM ,51107,0
1,bk      ,7,n,v,RGM ,51061,0
3,bk      ,7,n,v,DOT ,51085,0
2,bk      ,7,y,v,SCS ,51131,0
1,bk      ,7,n,v,RGM ,51059,0
4,bk      ,13,y,v,DHA ,51199,0
2,bk      ,7,y,v,DHA ,51710,0
1,bk      ,13,n,v,KHK ,51179,0
4,bk      ,7,n,v,DHA ,51650,0
3,bk      ,7,n,v,DOT ,51135,0
2,bk      ,7,y,v,DHA ,51550,0
3,bk      ,7,n,v,KLP ,51087,0
2,bk      ,7,n,v,SCS ,51800,0
1,bk      ,7,n,v,RGM ,51059,0
4,bk      ,13,n,v,DHA ,51700,0
1,bk      ,7,n,v,KHK ,51107,0
4,bk      ,13,n,v,SCS ,51700,0
4,bk      ,7,y,v,SCS ,51095,0
4,bk      ,13,y,v,DHA ,51700,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,13,n,v,DHA ,51650,0
1,bk      ,7,n,v,RGM ,51059,0
3,bk      ,7,n,v,KRH ,51760,0
4,bk      ,7,n,v,DHA ,51115,0
4,bk      ,7,n,v,SCS ,51095,0
2,bk      ,13,y,v,SCS ,51810,0
4,bk      ,7,n,v,DHA ,51199,0
3,bk      ,7,n,v,DOT ,51760,0
3,bk      ,13,n,v,KRH ,51085,0
3,bk      ,7,n,v,BNS ,51087,0
4,bk      ,7,y,v,SCS ,51700,0
3,bk      ,7,y,v,DOT ,51127,0
4,bk      ,13,n,v,FJS ,51199,0
4,bk      ,13,n,v,SCS ,51650,0
3,bk      ,7,y,v,DOT ,51181,0
1,bk      ,13,y,v,RGM ,51059,0
2,bk      ,7,n,v,FJS ,51710,0
4,bk      ,7,y,v,SCS ,51700,0
4,bk      ,7,n,v,SCS ,51650,0
2,bk      ,7,n,v,SCS ,51810,0
2,bk      ,13,y,v,SCS ,51810,0
2,bk      ,7,n,v,DHA ,51550,0
4,bk      ,7,n,v,SCS ,51650,0
2,bk      ,13,y,v,DHA ,51550,0
4,bk      ,7,n,v,DHA ,51650,0
4,bk      ,7,n,v,DHA ,51199,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,7,n,v,SCS ,51650,0
2,bk      ,7,n,v,SCS ,51810,0
4,bk      ,7,n,v,DHA ,51650,0
2,bk      ,13,n,v,DHA ,51740,0
4,bk      ,7,n,v,SCS ,51700,0
1,bk      ,7,n,v,RGM ,51153,0
4,bk      ,7,n,v,DHA ,51650,0
3,bk      ,13,n,v,DOT ,51670,0
4,bk      ,7,n,v,FJS ,51199,0
1,bk      ,7,n,v,RGM ,51153,0
1,bk      ,7,y,v,RGM ,51153,0
4,bk      ,7,n,v,DHA ,51700,0
1,bk      ,7,n,v,KHK ,51107,0
3,bk      ,13,n,v,DOT ,51760,0
2,bk      ,7,n,v,SCS ,51800,0
4,bk      ,7,n,v,DHA ,51650,0
3,bk      ,7,n,v,KRH ,51087,0
1,bk      ,7,y,v,RGM ,51153,0
1,bk      ,7,y,v,RGM ,51059,0
1,bk      ,7,n,v,RGM ,51153,0
1,bk      ,7,n,v,BFK ,51013,0
4,bk      ,7,n,v,DHA ,51650,0
3,bk      ,7,n,v,DOT ,51033,0
1,bk      ,7,n,v,RGM ,51153,0
3,bk      ,13,n,v,KRH ,51730,0
3,bk      ,7,n,v,DOT ,51041,0
1,bk      ,7,y,v,RGM ,51059,0
3,bk      ,7,n,v,DOT ,51041,0
3,bk      ,7,n,v,KLP ,51041,0
1,bk      ,7,y,v,RGM ,51059,0
1,bk      ,7,n,v,RGM ,51153,0
4,bk      ,7,y,v,SCS ,51650,0
3,bk      ,13,n,v,KRH ,51087,0
3,bk      ,13,y,v,DOT ,51087,0
3,bk      ,13,n,v,DOT ,51081,0
4,bk      ,7,y,v,DHA ,51650,0
1,bk      ,13,y,v,KHK ,51107,0
2,bk      ,7,y,v,SCS ,51740,0
4,bk      ,7,n,v,SCS ,51095,0
4,bk      ,13,n,v,DHA ,51700,0
4,bk      ,7,n,v,SCS ,51650,0
4,bk      ,7,n,v,SCS ,51650,0
4,bk      ,7,n,v,DHA ,51199,0
4,bk      ,7,y,v,SCS ,51700,0
1,bk      ,7,n,v,SSM ,51153,0
1,bk      ,13,n,v,SSM ,51153,0
4,bk      ,13,y,v,SCS ,51650,0
4,bk      ,7,n,v,DHA ,51199,0
3,bk      ,7,n,v,BNS ,51087,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,7,y,v,DHA ,51700,0
2,bk      ,7,n,v,DHA ,51550,0
1,bk      ,7,n,v,RGM ,51059,0
2,bk      ,7,y,v,DHA ,51550,0
4,bk      ,7,n,v,SCS ,51095,0
2,bk      ,7,n,v,DHA ,51810,0
2,bk      ,7,n,v,DHA ,51550,0
2,bk      ,7,n,v,DHA ,51550,0
2,bk      ,7,n,v,SCS ,51710,0
2,bk      ,7,n,v,SCS ,51550,0
2,bk      ,7,n,v,DHA ,51550,0
1,bk      ,7,y,v,RGM ,51059,0
4,bk      ,7,n,v,DHA ,51700,0
2,bk      ,13,n,v,DHA ,51740,0
1,bk      ,7,y,v,KHK ,51683,0
4,bk      ,7,n,v,SCS ,51650,0
3,bk      ,7,y,v,DOT ,51087,0
4,bk      ,7,n,v,SCS ,51700,0
1,bk      ,7,n,v,BFK ,51153,0
4,bk      ,7,y,v,SCS ,51700,0
4,bk      ,13,n,v,DHA ,51700,0
3,bk      ,13,n,v,DOT ,51041,0
1,bk      ,7,y,v,KHK ,51153,0
4,bk      ,7,n,v,SCS ,51700,0
2,bk      ,7,n,v,DHA ,51810,0
3,bk      ,13,n,v,DOT ,51041,0
3,bk      ,7,n,v,KLP ,51135,0
3,bk      ,7,y,v,DOT ,51036,0
3,bk      ,7,n,v,DOT ,51087,0
2,bk      ,13,y,v,FJS ,51740,0
3,bk      ,13,y,v,DOT ,51087,0
4,bk      ,7,n,v,SCS ,51073,0
1,bk      ,13,n,v,BFK ,51153,0
4,bk      ,7,n,v,SCS ,51199,0
4,bk      ,13,n,v,DHA ,51650,0
4,bk      ,7,n,v,DHA ,51650,0
4,bk      ,13,n,v,SCS ,51700,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,7,n,v,SCS ,51650,0
4,bk      ,7,y,v,SCS ,51073,0
4,bk      ,7,n,v,SCS ,51199,0
3,bk      ,13,n,v,DOT ,51041,0
4,bk      ,7,n,v,FJS ,51095,0
2,bk      ,13,y,v,DHA ,51550,0
4,bk      ,7,y,v,SCS ,51700,0
2,bk      ,13,n,v,DHA ,51093,0
4,bk      ,13,y,v,SCS ,51700,0
4,bk      ,7,n,v,SCS ,51700,0
3,bk      ,7,n,v,BNS ,51760,0
3,bk      ,13,y,v,DOT ,51117,0
4,bk      ,7,n,v,DHA ,51650,0
3,bk      ,13,n,v,DOT ,51041,0
1,bk      ,13,n,v,KHK ,51153,0
3,bk      ,13,n,v,DOT ,51760,0
3,bk      ,7,n,v,DOT ,51670,0
2,bk      ,7,n,v,DHA ,51810,0
3,bk      ,13,n,v,KRH ,51075,0
4,bk      ,7,y,v,DHA ,51700,0
4,bk      ,13,n,v,SCS ,51650,0
2,bk      ,13,n,v,SCS ,51810,0
4,bk      ,13,y,v,SCS ,51700,0
4,bk      ,7,n,v,SCS ,51700,0
4,bk      ,13,n,v,DHA ,51650,0
4,bk      ,7,n,v,DHA ,51650,0
1,bk      ,7,y,v,SSM ,51153,0
3,bk      ,7,n,v,DOT ,51053,0
3,bk      ,7,n,v,DOT ,51570,0
3,bk      ,7,n,v,DOT ,51053,0
3,bk      ,13,n,v,KLP ,51041,0
4,bk      ,7,n,v,DHA ,51650,0
4,bk      ,13,y,v,SCS ,51199,0
3,bk      ,13,n,v,DOT ,51087,0
3,bk      ,13,y,v,KLP ,51145,0
4,bk      ,13,y,v,DHA ,51735,0
3,bk      ,7,n,v,DOT ,51041,0
4,bk      ,13,n,v,DHA ,51700,0
3,bk      ,7,n,v,KRH ,51183,0
3,bk      ,7,y,v,DOT ,51041,0
4,bk      ,7,y,v,SCS ,51650,0
2,bk      ,7,n,v,DHA ,51810,0
2,bk      ,7,n,v,FJS ,51740,0
4,bk      ,7,n,v,DHA ,51650,0
2,bk      ,7,n,v,SCS ,51710,0
2,bk      ,7,n,v,SCS ,51550,0
4,bk      ,7,n,v,DHA ,51700,0
2,bk      ,7,n,v,DHA ,51710,0
4,bk      ,13,n,v,SCS ,51735,0
2,bk      ,7,n,v,SCS ,51710,0
4,bk      ,7,n,v,SCS ,51650,0
3,bk      ,7,n,v,DOT ,51087,0
1,bk      ,7,n,v,RGM ,51013,0
4,bk      ,13,y,v,SCS ,51700,0
1,bk      ,7,n,v,RGM ,51059,0
1,bk      ,7,n,v,SSM ,51059,0
2,bk      ,13,y,v,SCS ,51710,0
3,bk      ,7,n,v,KRH ,51087,0
1,bk      ,7,n,v,RGM ,51013,0
1,bk      ,7,n,v,RGM ,51059,0
4,bk      ,7,n,v,DHA ,51735,0
3,bk      ,7,n,v,KLP ,51760,0
4,bk      ,7,n,v,SCS ,51700,0
2,bk      ,7,y,v,SCS ,51620,0
4,bk      ,13,n,v,DHA ,51115,0
1,bk      ,13,n,v,SSM ,51059,0
4,bk      ,7,n,v,SCS ,51650,0
3,bk      ,7,y,v,DOT ,51087,0
4,bk      ,13,n,v,SCS ,51700,0
1,bk      ,7,n,v,RGM ,51510,0
1,bk      ,7,n,v,RGM ,51510,0
1,bk      ,7,n,v,SSM ,51510,0
1,bk      ,7,n,v,BFK ,51153,0
1,bk      ,7,n,v,RGM ,51059,0
1,bk      ,7,n,v,SSM ,51153,0
1,bk      ,7,n,v,RGM ,51059,0
2,bk      ,7,n,v,FJS ,51800,0
1,bk      ,7,n,v,RGM ,51059,0
1,bk      ,13,n,v,SSM ,51153,0
1,bk      ,7,n,v,SSM ,51013,0
2,bk      ,7,n,v,SCS ,51810,0
4,bk      ,7,n,v,SCS ,51199,0
4,bk      ,7,n,v,SCS ,51700,0
4,bk      ,7,n,v,SCS ,51735,0
4,bk      ,7,n,v,DHA ,51650,0
4,bk      ,13,n,v,DHA ,51650,0
4,bk      ,7,n,v,DHA ,51650,0
2,bk      ,13,n,v,DHA ,51810,0
4,bk      ,7,y,v,DHA ,51650,0
4,bk      ,13,y,v,SCS ,51650,0
4,bk      ,13,y,v,DHA ,51650,0
4,bk      ,7,n,v,DHA ,51735,0
4,bk      ,7,n,v,SCS ,51115,0
4,bk      ,13,n,v,SCS ,51700,0
4,bk      ,7,n,v,DHA ,51700,0
4,bk      ,13,y,v,SCS ,51650,0
2,bk      ,13,n,v,DHA ,51710,0
2,bk      ,13,n,v,SCS ,51710,0
2,bk      ,7,y,v,DHA ,51550,0
3,bk      ,7,n,v,DOT ,51087,0
3,bk      ,7,n,v,DOT ,51145,0
3,bk      ,7,n,v,DOT ,51085,0
2,bk      ,7,n,v,FJS ,51810,0
3,bk      ,7,n,v,DOT ,51087,0
2,bk      ,7,n,v,DHA ,51710,0
2,bk      ,7,n,v,SCS ,51810,0
3,bk      ,7,n,v,DOT ,51085,0
2,bk      ,7,y,v,DHA ,51710,0
2,bk      ,7,n,v,DHA ,51810,0
3,bk      ,13,n,v,KLP ,51087,0
4,bk      ,13,n,v,DHA ,51830,0
4,bk      ,7,n,v,SCS ,51735,0
4,bk      ,7,n,v,DHA ,51650,0
3,bk      ,7,y,v,DOT ,51760,0
2,bk      ,13,n,v,SCS ,51810,0
4,bk      ,7,n,v,DHA ,51700,0
3,bk      ,13,n,v,KLP ,51087,0
2,bk      ,7,n,v,SCS ,51710,0
4,bk      ,13,y,v,SCS ,51700,0
1,bk      ,7,n,v,SSM ,51683,0
1,bk      ,7,n,v,RGM ,51059,0
1,bk      ,7,n,v,RGM ,51683,0
1,bk      ,7,n,v,RGM ,51061,0
3,bk      ,13,n,v,KLP ,51760,0
1,bk      ,7,n,v,RGM ,51059,0
1,bk      ,7,n,v,SSM ,51061,0
4,bk      ,7,n,v,DHA ,51095,0
3,bk      ,13,y,v,KLP ,51087,0
4,bk      ,7,n,v,SCS ,51095,0
4,bk      ,7,y,v,SCS ,51199,0
4,bk      ,7,n,v,DHA ,51095,0
4,bk      ,7,n,v,SCS ,51735,0
4,bk      ,13,n,v,DHA ,51700,0
4,bk      ,7,y,v,DHA ,51650,0
4,bk      ,13,y,v,SCS ,51650,0
4,bk      ,7,y,v,DHA ,51700,0
1,bk      ,7,n,v,SSM ,51510,0
2,bk      ,13,n,v,DHA ,51800,0
4,bk      ,7,y,v,SCS ,51700,0
